
2024-02-20T00:00:00	4320000.0	37905549.769059666,-50310475.74886398,-7623312.917944107	-8544213.1638335,-108944587.93725826,-1032023.874827072	-129868830.87725078,72339137.77909842,27784.69638682902	62357030.229876965,-203572263.5216207,-5782889.562233239	478947158.03974825,571971108.1359743,-13088351.195269704	1357684735.4378736,-517668114.84611213,-45055038.21799514	1811260796.413209,2305374379.033414,-14903663.834907293	4464447988.411878,-244769931.41356367,-97846708.3764527	-1154132.3407500656,-486014.3824768087,31075.94259556147	-327662779.7585465,-309238955.88023037,38403707.81004963	-6555203539.685986,2416284454.707975,-1686046727.8598678	
2024-02-25T00:00:00	4752000.0	48109540.5319513,-34059244.39270726,-7230466.549006581	6475939.898317771,-108989434.87017643,-1899062.8203635812	-135910794.03323418,60821453.13587885,28417.82854063064	72659125.99576488,-199295052.14359927,-5945790.090483949	474542780.65164053,575845593.4778137,-13005882.819968462	1358933097.4466083,-513775162.3944871,-45172433.68642819	1808924959.0890234,2307053669.7526484,-14867166.88837564	4464560393.627419,-242411454.60943574,-97897867.33233829	-1150211.2012589646,-490990.41841516865,31033.918980506394	-322016408.7334119,-314331186.3524269,39352854.18599655	-6556267933.417993,2414678188.146886,-1687045102.787562	
2024-03-01T00:00:00	5184000.0	52667180.332976244,-14050543.70766963,-6012653.849749154	21349706.564642705,-106950086.3286129,-2729031.5923212618	-140924950.48751706,48836117.91737911,29070.229615498334	82769781.34958404,-194502264.8591485,-6093190.279130906	470110187.2191816,579685887.4824598,-12922641.168652803	1360170502.918227,-509878068.38019025,-45289464.97765669	1806587341.5092008,2308730690.039917,-14830655.321638346	4464671561.060687,-240052910.5911878,-97948999.148774	-1146261.6150212516,-495939.36722822423,30990.818147972284	-316283136.1036315,-319338418.925784,40291351.489244126	-6557331889.244468,2413071760.292859,-1688043365.02651	
2024-03-06T00:00:00	5616000.0	49602452.7446936,7760209.037741377,-3948426.9859760012	35792108.19560492,-102868996.26620346,-3506069.7022156864	-144876810.46541643,36475835.49186969,29736.55184928514	92660678.73703142,-189201466.30185765,-6224554.10616155	465649659.2078123,583491784.5803314,-12838631.684484273	1361396937.0866547,-505976862.47348356,-45406130.98895183	1804247945.7480164,2310405437.965038,-14794129.16875267	4464781490.668902,-237694300.01220208,-98000103.81133527	-1142282.916741633,-500860.8749104309,30946.60243914	-310464257.86423856,-324259040.2996061,41218912.90426303	-6558395407.216061,2411465171.298027,-1689041514.54139	
2024-03-11T00:00:00	6048000.0	37539106.3682743,27949518.721545,-1191323.3748790268	49527078.31042062,-96826934.00318862,-4215357.110212773	-147740402.11336258,23835553.183126457,30411.393729010597	102303676.94651692,-183402012.49980122,-6339387.425818473	461161479.5692841,587263081.757336,-12753859.854498893	1362612385.2572508,-502071574.4016815,-45522430.6194222	1801906773.881996,2312077911.599578,-14757588.463797092	4464890182.409623,-235335623.5258987,-98051181.30560483	-1138274.5381080254,-505754.2586133218,30901.265848090115	-304561106.0708509,-329091456.2611526,42135253.531790115	-6559458487.383462,2409858421.314464,-1690039551.2969174	
2024-03-16T00:00:00	6480000.0	17137957.31302697,41817077.18295461,1813930.5216716882	62292415.28313991,-88941334.37815061,-4843377.3409523	-149498358.25436974,11011655.643462265,31089.30557700107	111670947.51561569,-177115067.96405438,-6437241.669693418	456645932.71493757,590999578.5649955,-12668331.209052056	1363816832.807052,-498162233.94904256,-45638362.77002561	1799563827.9899194,2313748109.016856,-14721033.240870953	4464997636.240747,-232976881.7857362,-98102231.61717246	-1134236.2582815152,-510618.53998873476,30854.853957919317	-298575048.6119693,-333834092.6305976,43040090.54142142	-6560521129.797411,2408251510.4941864,-1691037475.2578464	
2024-03-21T00:00:00	6912000.0	-7675153.806461608,45335765.51693715,4378143.106754679	73844461.70875044,-79364052.8638086,-5378156.655715678	-150141924.15669394,-1898830.7170531333,31764.845796218375	120735115.73911436,-170353610.261002,-6517717.39661739	452103304.48894876,594701077.1302315,-12582051.321264297	1365010265.1850176,-494248870.95665437,-45753926.343580574	1797219110.152819,2315416028.2919426,-14684463.534094334	4465103852.120514,-230618075.44520906,-98153254.73163512	-1130168.4192056367,-515452.7719993211,30807.45676997662	-292507488.9514797,-338485396.20717955,43933143.32528487	-6561583334.508684,2406644438.989157,-1692035286.3889673	
2024-03-26T00:00:00	7344000.0	-31020831.922929376,37906975.939829744,5913117.776994998	83962451.3361992,-68278565.4563537,-5809476.417637989	-149670888.94914976,-14799015.460534085,32432.64868188277	129469404.92568006,-163132421.19518763,-6580467.641547851	447533882.1415081,598367382.1647694,-12495025.806464463	1366192667.9122763,-490331515.3223215,-45869120.24477816	1794872622.4539785,2317081667.501663,-14647879.377609015	4465208830.007497,-228259205.15784693,-98204250.63459705	-1126071.718752956,-520256.5008427529,30759.151872638206	-286359865.8408705,-343043835.7154521,44814133.65261205	-6562645101.568105,2405037206.9512777,-1693032984.65511	
2024-03-31T00:00:00	7776000.0	-48354077.203451134,22485804.01813434,6243465.403857979	92452468.67092147,-55896655.671573795,-6129056.064304948	-148093447.64624596,-27592896.9065722,33087.420879209414	137847782.40940803,-155468063.9057277,-6625201.01406236	442937954.30192584,601998300.9741971,-12407260.321626186	1367364026.5823724,-486410197.0004618,-45983943.380193174	1792524366.97894,2318745024.7245965,-14611280.80557704	4465312569.860613,-225900271.5772179,-98255219.31166954	-1121946.675014798,-525029.7925711265,30709.953124724532	-280133653.00080943,-347507902.75066864,45682785.82504578	-6563706431.026534,2403429814.532393,-1694030570.02114	
2024-04-05T00:00:00	8208000.0	-57954201.557781674,3137313.9739741306,5543559.882216685	99150969.60008995,-42454633.571205765,-6330704.32493061	-145425998.3958111,-40186082.76606199,33724.00827167928	145845105.69602555,-147378845.3924206,-6651684.497407414	438315810.9516471,605593643.4667426,-12318760.56479597	1368524326.8615165,-482484946.0019907,-46098394.65829572	1790174345.815498,2320406098.0410786,-14574667.85218227	4465415071.639114,-223541275.35692376,-98306160.74847108	-1117793.388210824,-529772.8344822677,30659.821492076648	-273830358.771908,-351876112.72234845,46538826.832549706	-6564767322.934882,2401822261.8842936,-1695028042.451962	
2024-04-10T00:00:00	8640000.0	-60103930.80896524,-16792323.304952875,4112786.188059171	103927813.90877603,-28209134.815641344,-6410436.506031215	-141692879.56116185,-52486474.36679139,34337.44584734738	153437267.01474768,-138884764.22153142,-6659745.899918765	433667743.39728796,609153222.1617726,-12229532.274520576	1369673554.4888253,-478555792.394222,-46212472.98946291	1787822561.0537064,2322064885.5332036,-14538040.551628947	4465516335.302594,-221182217.1506042,-98357074.93062726	-1113611.685211709,-534485.6397318678,30608.70264651929	-267451525.73457372,-356147005.79493773,47381986.509789415	-6565827777.344097,2400214549.158709,-1696025401.912518	
2024-04-15T00:00:00	9072000.0	-55931308.55186144,-35045732.72315515,2239087.2288246453	106688762.65921748,-13432551.615697946,-6366555.8440387435	-136926054.57236025,-64404910.91777361,34922.943040408194	160601334.46883458,-130007443.40360466,-6649275.913158327	428994044.24364597,612676852.1980046,-12139581.229273558	1370811695.2765644,-474622766.3007482,-46326177.28599045	1785469014.7858715,2323721385.284826,-14501398.938142657	4465616360.810985,-218823097.61193073,-98407961.843771	-1109401.3188908882,-539167.9951791746,30556.5498183514	-260998730.29783696,-360319147.82433414,48211997.69282952	-6566887794.305168,2398606676.5073137,-1697022648.3677886	
2024-04-20T00:00:00	9504000.0	-46767662.00685209,-50203754.11826013,160552.14169579744	107377395.51705793,1591847.6433976642,-6199697.112666046	-131164750.3509346,-75855769.33978301,35475.95008701831	167315687.94274816,-120770048.68591367,-6620229.735689551	424295007.3667362,616164351.3413888,-12048913.246882528	1371938735.110379,-470685897.90134144,-46439506.46210399	1783113709.1065621,2325375595.3815584,-14464743.045970082	4465715148.124554,-216463917.39461344,-98458821.47354215	-1105162.080521743,-543819.513143479,30503.33027971993	-254473582.25702515,-364391131.28898627,49028596.37596604	-6567947373.869134,2396998644.0817246,-1698019781.7827907	
2024-04-25T00:00:00	9936000.0	-33913830.64837401,-61381801.45347164,-1931212.1926100217	105976405.71458088,16575047.31600811,-5912830.905990828	-124455053.86454059,-86757518.11979766,35992.18396893144	173560147.93697867,-111197192.76055324,-6572628.227650419	419570927.8867953,619615539.9926981,-11957534.183954567	1373054659.9495308,-466745217.43182653,-46552459.43397105	1780756646.112603,2327027513.9107814,-14428072.909378648	4465812697.203913,-214104677.1523946,-98509653.80558795	-1100893.8429993908,-548439.6927219336,30449.02479514308	-247877724.32017466,-368361576.2142601,49831521.86849146	-6569006516.087069,2395390452.033502,-1699016802.1225789	
2024-04-30T00:00:00	10368000.0	-18598263.02907935,-68018632.3209807,-3877662.7965757996	102508233.95860745,31227592.080121696,-5511227.324201041	-116849474.60601828,-97033224.58712617,36467.62976624817	179316095.561641,-101314826.15173697,-6506558.568654433	414822102.1413115,623030241.1947911,-11865449.935300738	1374159455.8271255,-462800755.18397003,-46665035.11971235	1778397827.9030802,2328677138.9616356,-14391388.562657237	4465909008.010006,-211745377.5390523,-98560458.82556272	-1096596.5706919692,-553027.9663482608,30393.625304639194	-241212831.6030968,-372229131.08878464,50620516.95117616	-6570065221.010092,2393782100.5141478,-1700013709.3522465	
2024-05-05T00:00:00	10800000.0	-2010278.518694883,-69755489.41738969,-5540393.126079109	97035007.73266971,45264995.40067409,-5002378.1944291815	-108406478.16434622,-106611013.63450074,36898.60889073461	184566582.02513656,-91150115.80277625,-6422174.399702631	410048827.6580505,626408280.6395769,-11772666.43335995	1375253108.8503447,-458852541.50535315,-46777232.43941325	1776037256.5793402,2330324468.6250296,-14354690.040115356	4466004080.504121,-209386019.20839763,-98611236.51912785	-1092270.315197988,-557583.731747181,30337.132586493244	-234480611.09307626,-375992473.7715213,51395328.03224707	-6571123488.689365,2392173589.675106,-1701010503.4369228	
2024-05-10T00:00:00	11232000.0	14637413.36872599,-66383341.192858376,-6791087.070956435	89657759.57613733,58413162.69123687,-4395877.485893004	-99189994.85130402,-115424478.20781462,37281.78308995813	189296426.10153875,-80731312.62508413,-6319695.438509941	405251403.1281147,629749486.674655,-11679189.647622108	1376335605.2006748,-454900606.7992499,-46889050.31513548	1773674934.2449932,2331969500.9936385,-14317977.37608397	4466097914.6478815,-207026602.81427622,-98661986.87195206	-1087915.2045537618,-562106.3727698762,30279.554296080838	-227682801.08125478,-379650312.3883243,52155705.30265026	-6572181319.176088,2390564919.667764,-1702007184.3417752	
2024-05-15T00:00:00	11664000.0	30032024.464195255,-57848233.91624007,-7504922.209821466	80514907.42285348,70413734.67214644,-3703260.240973532	-89268909.73142646,-123413043.29454494,37614.14737380296	193492298.24709007,-70087609.48869982,-6199406.566734098	400430128.3790213,633053690.309633,-11585025.584052056	1377406931.1341405,-450944981.5244971,-47000487.67092833	1771310863.0059114,2333612234.1619062,-14281250.604914784	4466190510.403249,-204667129.0105673,-98712709.86971115	-1083531.4283338478,-566595.2705294667,30220.90347561729	-220821170.563837,-383201386.2167564,52901402.89038975	-6573238712.521509,2388956090.6434536,-1703003752.032009	
2024-05-20T00:00:00	12096000.0	42677795.54741028,-44324124.740723014,-7558918.645989513	69779992.18429404,81029248.84560835,-2937801.1462381072	-78716538.32544968,-130522282.81527644,37893.08571925759	197142790.25746128,-59248991.31896068,-6061656.396816425	395585304.34780985,636320725.222105,-11490180.284512937	1378467072.9815373,-446985696.19536334,-47111543.43284038	1768945044.9702318,2335252666.2260447,-14244509.760980964	4466281867.732522,-202307598.45118296,-98763405.49808815	-1079119.2199428738,-571049.8030352229,30161.19778580335	-213897518.61230987,-386644466.55790025,53632179.01373437	-6574295668.776914,2387347102.753445,-1704000206.4728668	
2024-05-25T00:00:00	12528000.0	50829381.72038318,-26385964.53163074,-6839973.428640036	57658682.5161244,90048010.95535308,-2114274.801830657	-67610090.46985652,-136704190.96727425,38116.35074903071	200238469.6071181,-48246079.11094344,-5906855.335282933	390717233.0541744,639550427.7632746,-11394659.826190382	1379516017.1486666,-443022781.3814187,-47222216.5289309	1766577482.2483585,2336890795.284035,-14207754.878676653	4466371986.598338,-199948011.79006913,-98814073.74277318	-1074678.8398469647,-575469.327614221,30100.460251718236	-206913673.71291003,-389978357.5939019,54347796.13308043	-6575352187.993631,2385737956.1489534,-1704996547.6296277	
2024-05-30T00:00:00	12960000.0	52519420.00918582,-5334569.857342016,-5273938.072013832	44385073.93387396,97288564.60621186,-1248680.7922723144	-56030127.10271237,-141917410.8155465,38282.06970591843	202771917.88150284,-37109969.777919255,-5735473.168278482	385826217.57360137,642742636.9632225,-11298470.321015418	1380553750.116576,-439056267.7073983,-47332505.8892819	1764208176.9529598,2338526619.4356313,-14170985.992417693	4466460866.963673,-197588369.6812034,-98864714.58946356	-1070210.5727292353,-579853.137279754,30038.72341575747	-199871493.07561198,-393201897.22998923,55048021.10125725	-6576408270.223032,2384128650.9811363,-1705992775.467609	
2024-06-04T00:00:00	13392000.0	45890519.404410414,16322285.661831947,-2895385.1256805775	30217328.710645515,102603646.71348576,-357937.78007581085	-44060012.89886607,-146127420.25082496,38388.78797445446	204737752.99085328,-25872073.807546288,-5548036.203614237	380912562.0105175,645897194.5358179,-11201617.915086657	1381580258.4417973,-435086185.8530706,-47442410.44600943	1761837131.1989717,2340160136.7823553,-14134203.13664031	4466548508.791837,-195228672.7785958,-98915328.02386382	-1065714.77357792,-584200.3900379796,29976.040169452026	-192772861.91296735,-396313957.9197447,55732625.312066935	-6577463915.516526,2382519187.401094,-1706988889.9521651	
2024-06-09T00:00:00	13824000.0	30187538.7043573,34539745.28882627,34398.573380604386	15432723.6008287,105883519.87288064,540448.0149919987	-31785365.990160786,-149306676.98667002,38435.43669144809	206132635.1363833,-14563952.704443507,-5345124.010730621	375976571.47143936,649013944.8832844,-11104108.788091362	1382595528.7565885,-431112566.55310386,-47551929.133275926	1759464347.1035986,2341791345.4275007,-14097406.345802426	4466634912.046478,-192868921.73628908,-98965914.03168558	-1061192.0219454423,-588510.0618570743,29912.50252886192	-185619692.6891998,-399313447.47242796,56401384.846857645	-6578519123.925571,2380909565.5598683,-1707984891.048689	
2024-06-14T00:00:00	14256000.0	7343638.929909578,44545088.422621645,2948064.383803867	322193.4413537774,107058580.67515664,1428733.4851711765	-19293507.836539634,-151434725.90201336,38421.346673458815	206955256.78696755,-3217158.15547872,-5127365.804993929	371018552.03813094,652092735.1004405,-11005949.1527268	1383599547.7691758,-427135440.5969254,-47661060.88730201	1757089826.7863107,2343420243.476134,-14060595.65438366	4466720076.691585,-190509117.20835567,-99016472.59864768	-1056643.373541759,-592781.0871198708,29848.253947395628	-178413924.34002525,-402199309.8411288,57054080.618927754	-6579573895.501659,2379299785.608444,-1708980778.722608	
2024-06-19T00:00:00	14688000.0	-17576860.219341725,43448994.68124682,5144977.463158758	-14815521.016876824,106101155.82066923,2289300.9793042094	-6672915.27416227,-152498268.61899,38346.27402061969	207206317.20189717,8136925.221830109,-4895436.527300066	366038810.7407861,655133414.9785793,-10907145.25412333	1384592302.2639945,-423154838.8285872,-47769804.64637858	1754713572.368848,2345046829.0350904,-14023771.096884131	4466804002.691479,-188149259.8489,-99067003.71047613	-1052070.4210623456,-597012.7963715335,29783.459743713785	-171157521.4636944,-404970525.89050496,57690498.515544064	-6580628230.2963295,2377689847.6977477,-1709976552.9393892	
2024-06-24T00:00:00	15120000.0	-38867871.867951795,32294368.179011296,6186984.789138325	-29679994.174217127,103026415.39599127,3105024.0097801536	5987325.114749479,-152491196.81359226,38210.360633827746	206888482.2769098,19467231.802745774,-4650052.674569523	361037655.5311911,658135837.0089786,-10807703.369264066	1385573779.1019392,-419170792.14662826,-47878159.350878686	1752335585.9752202,2346671100.212978,-13986932.707826138	4466886690.01082,-185789350.3120585,-99117507.35290411	-1047474.8675517603,-601205.2586396574,29718.240501770546	-163852473.48378196,-407626114.14293575,58310429.537358336	-6581682128.361158,2376079751.9786468,-1710972213.6645355	
2024-06-29T00:00:00	15552000.0	-53123489.78157131,14806495.217700522,6066121.358000799	-43975363.671013385,97892354.15635891,3859627.505708061	18598058.43324934,-151414592.08346608,38014.1550751552	206006330.69918543,30743159.965411067,-4391967.939225127	356015395.255839,661099856.3861045,-10707629.806396246	1386543965.220617,-415183331.5039319,-47986123.94326955	1749955869.7317023,2348293055.1201735,-13950080.521752715	4466968138.614605,-183429389.2519961,-99167983.51167198	-1042858.0243086257,-605359.0739460315,29652.643345531746	-156500793.7843663,-410165131.50209004,58913669.93504559	-6582735589.747768,2374469498.601954,-1711967760.8635876	
2024-07-04T00:00:00	15984000.0	-59593772.86074162,-5116981.930613436,5032120.783759834	-57416553.4051422,90798817.75838715,4538033.538598429	31070597.215700112,-149276691.91730958,37758.61954449117	204566287.5807927,41934708.79253756,-4121968.715913359	350972339.62906075,664025331.0105473,-10606930.904437691	1387502847.6345994,-411192487.9075935,-48093697.36812475	1747574425.7668378,2349912691.868827,-13913214.573229313	4467048348.468167,-181069377.32290754,-99218432.17252721	-1038220.7381697331,-609474.9543754648,29586.669726219698	-149104518.81841743,-412586673.9529664,59500021.34302547	-6583788614.507817,2372859087.718423,-1712963194.5021238	
2024-07-09T00:00:00	16416000.0	-59018423.11835573,-24582337.85443578,3389309.904028843	-69735313.76807784,81885579.51777779,5126683.44662331	43317251.882817805,-146092822.3804575,37445.085822828114	202576546.89217913,53012605.277559176,-3840869.5327004455	345908799.2062108,666912121.4917314,-10505613.032382727	1388450413.435676,-407198292.41878897,-48200878.5721364	1745191256.2114382,2351530008.572857,-13876334.896842003	4467127319.537179,-178709315.17901838,-99268853.32122448	-1033563.5719121924,-613553.5243387022,29520.30835019602	-141665707.19030082,-414889877.2373806,60069290.9101224	-6584841202.6930065,2371248519.4787493,-1713958514.5457587	
2024-07-14T00:00:00	16848000.0	-52656658.61275503,-41712613.41988194,1406575.6735573467	-80685922.22993216,71329502.34502122,5613827.784407381	55251854.77878426,-141885299.88316303,37075.28265131265	200046984.1296778,63948421.0685603,-3549508.4620437548	340825085.35692084,669760091.1503625,-10403682.588710397	1389386649.7931051,-403200776.15263456,-48307666.50412765	1742806363.1985798,2353145003.347954,-13839441.527198434	4467205051.787645,-176349203.47458214,-99319246.9435257	-1028886.9528932035,-617595.3118312,29453.5494137941	-134186438.7133292,-417073917.5037933,60621291.42699659	-6585893354.3550825,2369637794.0335717,-1714953720.960144	
2024-07-19T00:00:00	17280000.0	-41840963.46128487,-55337924.09338766,-698257.8352393471	-90050394.87134416,59340849.73238583,5989776.366658226	66790276.26181495,-136683300.7303462,36651.31860353798	196989060.72260943,74714678.0107976,-3248742.5638876148	335721510.2384376,672569106.0205951,-10301146.000794083	1390311543.9538627,-399199970.2780545,-48414060.11506513	1740419748.8636062,2354757674.3115788,-13802534.498927832	4467281545.185911,-173989042.86388165,-99369613.02519992	-1024191.2358898689,-621600.7912483383,29386.38658294326	-126668813.44330549,-419138011.9303557,61155841.45015853	-6586945069.545829,2368026911.5334687,-1715948813.7109687	
2024-07-24T00:00:00	17712000.0	-27841946.049319558,-64724872.16344193,-2748712.2620732673	-97643073.01634021,46158837.06444887,6247101.822453316	77850933.29339257,-130522698.45654628,36175.64177636802	193415721.71871156,85284941.97646232,-2939443.409319151	330598386.7690316,675339034.8519202,-10198009.724312127	1391225083.2428946,-395195906.0176426,-48520058.35807136	1738031415.3441257,2356368019.5829654,-13765613.846680999	4467356799.69866,-171628834.00122818,-99419951.55202335	-1019476.7157950535,-625570.4179438365,29318.814879814192	-119114950.68902355,-421081419.32006997,61672765.42236859	-6587996348.317072,2366415872.1289625,-1716943792.7639594	
2024-07-29T00:00:00	18144000.0	-11865928.605869766,-69404779.26088649,-4595838.98770446	-103314468.30044863,32046538.42730671,6380791.509856034	88355289.5578549,-123445870.42318895,35651.063637435436	189341288.28426027,95633904.69155627,-2622492.7285434008	325456028.6014838,678069749.1107689,-10094280.242659152	1392127255.0633655,-391188614.6475241,-48625660.18843731	1735641364.7800112,2357976037.2831187,-13728679.605129838	4467430815.29291,-169268577.5409605,-99470262.50977933	-1014743.6200663463,-629504.6448949352,29250.828015290725	-111526988.00070707,-422903440.6669914,62171893.789214835	-6589047190.720679,2364804675.970518,-1717938658.0848792	
2024-08-03T00:00:00	18576000.0	4896789.561617446,-69082753.69084728,-6106361.151700828	-106954273.3274939,17285283.254951745,6388344.278157695	98228344.98759133,-115501472.0408166,35080.7239966467	184781346.52064413,105737453.47890437,-2298778.221710667	320294750.09665996,680761122.9818258,-9989964.066358685	1393018046.8969069,-387178127.497221,-48730864.56363471	1733249599.313401,2359581725.534816,-13691731.808968067	4467503591.936018,-166908274.13744706,-99520545.88425858	-1009992.0947711036,-633403.9247915521,29182.4161817111	-103907080.13738117,-424603419.6924769,62653063.1116632	-6590097596.808559,2363193323.208543,-1718933409.6395285	
2024-08-08T00:00:00	19008000.0	21202662.270546667,-63608742.38395064,-7153954.366755296	-108493472.19039968,2168690.6278287973,6269810.315252116	107399114.7034847,-106744177.77420938,34468.0601753816	179752634.03625658,115572729.02884115,-1969189.565552123	315114866.2971533,683413033.3690623,-9885067.732476294	1393897446.3038688,-383164475.9495068,-48835670.44332898	1730856121.0886962,2361185082.462608,-13654770.4929111	4467575129.595678,-164547924.44508168,-99570801.66125882	-1005222.1893151421,-637268.7010466103,29113.564506060502	-96257398.01419996,-426180743.35057265,63116116.17439132	-6591147566.632658,2361581813.9933844,-1719928047.3937447	
